ESTACIÓN,CÓDIGO,X=N,Y=E,MUNICIPIO,CUENCA,AÑO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE
El Zarzal,2401051,1095650,1046980,Guachetá,Lag. Fúquene,2009,47.3,48.7,149.8,133.3,87.9,24.5,14.6,30.5,76.1,129.8,99.0,22.7
El Llano,2120170,1063500,1026400,Tausa,R. Checua,1988,0.0,0.0,0.2,99.4,48.0,57.7,45.5,67.1,63.9,123.7,73.2,69.9
El Llano,2120170,1063500,1026400,Tausa,R. Checua,1989,17.8,25.4,131.9,47.2,90.4,55.8,71.4,17.9,51.4,25.4,72.1,34.9
El Llano,2120170,1063500,1026400,Tausa,R. Checua,1990,5.9,50.2,57.9,118.4,96.3,53.0,36.7,48.3,9.6,110.7,38.3,57.5
El Llano,2120170,1063500,1026400,Tausa,R. Checua,1991,15.2,17.6,124.2,48.1,55.8,28.8,87.3,67.8,32.4,33.9,145.2,59.6
El Llano,2120170,1063500,1026400,Tausa,R. Checua,1992,21.5,69.4,18.4,37.5,33.7,18.5,47.2,35.8,41.6,5.4,101.8,69.6
El Llano,2120170,1063500,1026400,Tausa,R. Checua,1993,29.0,36.2,41.1,27.0,55.2,44.9,45.8,26.2,41.7,25.5,116.6,18.5
El Llano,2120170,1063500,1026400,Tausa,R. Checua,1994,39.7,40.1,56.3,54.2,65.5,38.0,62.8,33.5,54.1,91.3,62.1,6.0
El Llano,2120170,1063500,1026400,Tausa,R. Checua,1995,3.5,14.2,84.3,78.1,35.4,34.8,33.7,49.2,24.4,55.7,48.1,59.5
El Llano,2120170,1063500,1026400,Tausa,R. Checua,1996,18.1,39.8,74.4,80.2,59.2,33.1,60.6,40.5,31.2,126.0,66.8,89.2
El Llano,2120170,1063500,1026400,Tausa,R. Checua,1997,96.8,8.9,16.7,50.8,32.8,69.0,74.5,46.8,25.0,53.6,43.3,4.3
El Llano,2120170,1063500,1026400,Tausa,R. Checua,1998,0.0,0.0,126.0,25.8,128.8,34.9,91.3,40.9,20.9,37.3,69.1,90.4
El Llano,2120170,1063500,1026400,Tausa,R. Checua,1999,39.5,68.7,69.7,26.1,43.2,16.8,37.4,35.1,55.9,59.3,52.1,30.5
El Llano,2120170,1063500,1026400,Tausa,R. Checua,2000,5.6,42.8,167.4,82.4,66.7,56.8,61.5,61.7,80.1,58.4,87.1,37.3
El Llano,2120170,1063500,1026400,Tausa,R. Checua,2001,0.0,27.4,50.4,17.2,61.0,34.4,37.1,53.2,64.0,63.5,53.4,29.7
El Llano,2120170,1063500,1026400,Tausa,R. Checua,2002,7.3,25.0,105.5,62.2,79.6,55.9,44.3,45.6,31.0,25.3,32.3,10.6
El Llano,2120170,1063500,1026400,Tausa,R. Checua,2003,13.8,39.3,71.8,56.0,10.2,0.0,1.5,0.8,1.2,3.5,1.6,4.7
El Llano,2120170,1063500,1026400,Tausa,R. Checua,2005,0.0,1.3,19.1,84.1,101.9,32.3,105.8,58.0,48.5,147.0,152.1,4.1
El Llano,2120170,1063500,1026400,Tausa,R. Checua,2006,26.8,14.4,113.3,142.8,99.6,111.4,33.7,50.0,17.9,75.5,79.8,19.7
El Llano,2120170,1063500,1026400,Tausa,R. Checua,2007,3.5,14.9,0.0,90.1,77.0,41.1,26.4,64.2,12.7,126.4,52.9,84.8
El Llano,2120170,1063500,1026400,Tausa,R. Checua,2008,28.7,44.9,86.0,69.1,113.8,68.0,57.0,46.8,64.1,52.7,203.5,38.0
El Llano,2120170,1063500,1026400,Tausa,R. Checua,2009,59.3,19.8,103.1,47.0,65.8,38.7,54.8,34.1,27.0,55.2,38.2,0.0
El Llano,2120170,1063500,1026400,Tausa,R. Checua,2010,0.0,0.0,4.4,218.3,170.5,72.5,111.2,41.3,49.7,136.7,98.9,60.0
El Llano,2120170,1063500,1026400,Tausa,R. Checua,2011,19.8,112.8,147.8,323.7,120.9,64.3,77.2,48.1,53.4,126.4,166.3,52.0
El Llano,2120170,1063500,1026400,Tausa,R. Checua,2012,33.5,44.8,101.0,250.9,37.7,64.5,79.9,48.3,24.6,80.4,30.8,14.3
El Llano,2120170,1063500,1026400,Tausa,R. Checua,2013,11.5,39.4,96.4,96.2,117.6,23.9,45.5,57.1,28.5,58.8,121.4,49.2
Represa Sisga,2120539,1054000,1038500,Chocontá,Emb. Sisga,1950,75.5,30.1,36.6,26.5,103.5,61.5,82.8,48.9,54.0,109.9,48.8,0.0
Represa El Hato,2401534,1076689,1019172,Carmen de Carupa,R. Suárez,2018,59.8,87.3,90.6,119.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Jorge,2120172,990160,987380,Soacha,R. Soacha,1992,20.7,24.3,21.1,38.3,41.6,15.4,40.0,30.4,40.3,12.4,88.3,22.2
Guanquica,2120193,1065100,1015520,Tausa,Emb. Neusa,2015,23.4,46.4,60.5,32.0,26.8,90.7,65.6,40.1,10.7,21.9,35.6,24.3
El Hato No. 5,2401056,1068490,1013862,Carmen de Carupa,R. El Hato,1992,154.0,116.0,87.0,121.0,99.0,142.0,154.0,177.0,71.0,40.0,277.0,134.0
Zipaquirá,2120074,1047850,1007620,Zipaquirá,R. Negro,1950,0.0,0.0,0.0,46.0,130.7,78.0,50.9,76.5,47.6,160.3,101.9,46.2
Batán,2119046,931500,967600,Pasca,R. Batán,1998,19.9,45.2,69.0,42.6,152.4,58.0,104.8,43.8,74.1,216.0,110.6,62.4
Tocancipá,2120104,1040820,1017940,Tocancipá,R. Bogotá,1990,3.5,56.5,55.5,88.5,5.5,3.5,5.0,3.5,6.5,122.5,16.5,75.0
El Hato,2401035,1076620,1019050,Carmen de Carupa,R. El Hato,1980,28.2,60.6,33.1,47.0,40.5,86.2,24.7,19.7,27.7,83.4,89.1,54.9
Guaduas,2306517,1015420,942300,Guaduas,R. Negro,2013,11.0,73.0,137.3,193.8,201.7,22.4,10.2,153.2,86.4,196.6,138.1,195.8
Alco,2120159,1041700,1008000,Cajicá,R. Bogotá,2000,47.8,0.0,110.1,70.8,60.4,71.5,69.0,50.0,136.3,49.8,45.4,23.6
Ventalarga,2120026,1053180,1002950,Zipaquirá,R. Frío,1947,0.0,0.0,0.0,0.0,0.0,148.4,98.4,79.3,165.9,168.6,70.5,29.0
La Unión,2120055,1030640,980540,Subachoque,R. Subachoque,2018,25.7,109.4,91.6,382.2,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Hato No. 5,2401056,1068490,1013862,Carmen de Carupa,R. El Hato,1998,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Hato No. 1,2401052,1077060,1017125,Carmen de Carupa,R. El Hato,1984,62.0,68.0,90.0,114.0,110.0,92.0,41.0,69.0,110.0,64.0,136.0,38.0
El Hato No. 5,2401056,1068490,1013862,Carmen de Carupa,R. El Hato,1986,47.0,227.0,250.0,222.0,230.0,434.0,341.0,284.0,186.0,358.0,255.0,62.0
Pozo Azul,2120181,969200,917550,Girardot,R. Bogotá,2002,18.0,50.2,181.0,236.6,124.6,81.5,67.8,49.9,89.4,182.1,34.4,96.1
Alco,2120159,1041700,1008000,Cajicá,R. Bogotá,2013,10.4,115.7,63.9,85.5,132.2,15.2,17.1,26.8,3.7,52.6,0.0,0.0
El Hato No. 3,2401054,1072825,1014162,Carmen de Carupa,R. El Hato,1985,0.0,12.0,85.0,74.0,102.0,92.0,46.0,91.0,131.0,157.0,191.0,41.0
La Unión,2120055,1030640,980540,Subachoque,R. Subachoque,1992,5.5,59.5,29.5,35.0,49.0,35.0,71.0,21.0,56.0,41.0,123.0,61.0
Barrancas,2120633,1062200,1025740,Tausa,R. Checua,1979,26.5,44.1,65.6,148.2,73.0,87.2,39.9,68.8,18.6,286.0,112.8,51.7
San Miguel de Sema,2401531,1102290,1040620,San Miguel de Sema,Lag. Fúquene,1977,48.5,20.0,99.5,120.5,101.0,78.0,49.0,22.5,176.0,229.0,251.0,110.0
Represa del Neusa,2120541,1060090,1011400,Cogua,Emb. Neusa,1990,75.9,69.5,98.2,180.2,123.0,57.2,50.2,48.5,18.1,220.2,80.7,74.8
Paraiso Perdido,2120634,987300,976800,Sibaté,Emb. Muña,2008,34.9,70.3,83.5,76.8,135.8,136.7,67.4,88.0,32.3,77.0,137.6,64.2
Represa del Neusa,2120541,1060090,1011400,Cogua,Emb. Neusa,1993,29.4,34.1,46.5,146.3,202.7,70.9,90.6,39.9,71.1,99.9,166.0,9.0
Batán,2119046,931500,967600,Pasca,R. Batán,2006,91.3,28.1,168.9,171.5,195.9,107.4,68.4,60.7,77.1,417.6,137.5,50.3
La Unión,2120055,1030640,980540,Subachoque,R. Subachoque,1963,27.5,73.1,75.0,116.5,87.5,47.5,75.0,32.5,25.5,65.5,138.5,20.5
Las Margaritas,2120071,1026200,980750,Subachoque,R. Subachoque,1960,29.0,32.5,118.0,83.0,36.5,57.0,73.0,63.5,37.0,169.5,48.0,127.9
Argelia,2120644,974200,925400,Ricaurte,R. Bogotá,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2
El Pino,2401716,1074000,1026000,Sutatausa,R. Suta,1980,10.4,74.8,47.5,48.7,43.1,73.2,16.8,19.9,27.2,86.2,72.2,0.7
El Hato No. 1,2401052,1077060,1017125,Carmen de Carupa,R. El Hato,2002,0.0,0.0,0.0,155.0,117.0,64.0,37.0,35.0,73.0,85.0,52.0,30.0
Hato Viejo el Rancho,3509009,1133250,1102275,Aquitania,Lag. Tota,1995,0.0,7.0,38.0,83.0,196.0,177.0,184.0,97.0,70.0,55.0,2.5,51.0
San Miguel de Sema,2401531,1102290,1040620,San Miguel de Sema,Lag. Fúquene,2000,74.1,112.4,81.6,153.2,91.3,72.8,59.8,24.7,148.2,180.0,93.0,35.0
El Hato,2401035,1076620,1019050,Carmen de Carupa,R. El Hato,1998,0.3,35.1,127.0,93.4,166.0,26.8,46.3,71.4,52.7,94.4,63.9,135.6
La Candelaria,2401026,1102050,1052390,Raquira,R. Sutamarchán,2018,123.6,49.6,161.5,149.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Usaquén,2120111,1010630,1005770,Santafe de Bogotá,R. Bogotá,1969,128.2,57.5,15.0,166.8,119.9,50.0,22.5,71.9,45.1,293.2,124.7,56.5
Sutatausa,2401521,1071880,1025020,Sutatausa,R. Suta,2005,9.5,0.0,44.0,59.5,37.5,73.5,0.0,0.0,0.0,0.0,1.7,42.7
Negrete,2306308,991879,1055051,Pacho,Rionegro,2017,210.7,131.5,274.4,70.3,146.7,84.4,48.3,60.7,95.4,201.2,376.8,202.8
Negrete,2306308,991879,1055051,Pacho,Rionegro,2010,38.5,26.4,9.6,343.1,153.5,73.4,200.0,117.4,110.6,233.4,429.4,116.2
Boquemonte,2120661,1000000,1000000,Soacha,R. Bogotá,2015,16.7,131.6,43.3,42.8,22.0,24.3,30.0,17.2,19.9,46.9,41.4,2.9
Guanquica No. 1,2120033,1065130,1015270,Tausa,Emb. Neusa,1957,52.0,0.0,40.7,111.0,153.8,45.6,55.0,53.3,43.8,103.7,74.8,14.9
El Hato,2401035,1076620,1019050,Carmen de Carupa,R. El Hato,1992,20.9,32.6,25.5,51.4,40.3,18.8,38.2,38.0,79.4,15.8,117.3,46.2
Ventalarga,2120026,1053180,1002950,Zipaquirá,R. Frío,1980,14.0,42.0,33.0,93.0,114.0,140.0,41.0,55.0,40.0,126.0,55.0,29.0
Tota,3509506,1107000,1121000,Tota,Lag. Tota,1988,0.6,23.3,16.2,36.2,32.6,55.8,75.3,39.5,120.8,100.8,101.4,31.1
La Fortuna,2120632,1076000,1054400,Villapinzón,R. Bogotá,2016,6.9,13.5,10.6,150.3,85.2,43.3,75.5,52.8,43.8,123.3,144.3,19.0
Sta Isabel,2120787,1043930,1001520,Tabio,R. Frío,1977,12.0,15.0,34.0,97.0,108.0,90.0,32.0,60.0,85.0,157.0,186.0,64.0
Esclusa Tolón,2401518,1113740,1031620,Chiquinquirá,R. Suárez,1999,107.8,132.0,85.7,199.7,68.1,133.6,33.0,41.1,150.6,382.8,0.0,0.0
La Lumbre,2120525,1003730,987701,Santafe de Bogotá,R. Tunjuelo,1980,22.0,22.0,0.0,53.5,27.5,103.0,59.0,53.5,34.0,53.5,73.5,23.5
Paraiso Perdido,2120634,987300,976800,Sibaté,Emb. Muña,1989,3.9,51.8,70.1,25.8,115.5,30.1,19.4,27.9,68.8,76.1,78.1,48.0
Zipaquirá,2120074,1047850,1007620,Zipaquirá,R. Negro,1998,19.8,43.8,73.7,187.9,211.7,72.5,91.5,42.4,73.3,162.8,95.8,75.7
Darío Valencia,2120183,1000400,960600,El Colegio,R. Bogotá,2018,94.6,148.0,65.5,134.6,118.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Batán,2119046,931500,967600,Pasca,R. Batán,2004,104.3,111.9,71.1,195.0,142.5,80.9,123.9,51.5,130.1,235.8,149.5,49.2
El Placer,2123502,1007762,928174,Puli,R. Magddalena,2010,11.8,16.0,104.5,256.6,183.9,57.9,123.3,63.8,52.3,185.2,271.6,138.2
Sopó Yerbabuenita,2120014,1035140,1014527,Sopó,R. Teusacá,1937,0.0,132.5,0.0,0.0,100.2,66.0,101.9,70.6,33.9,94.0,39.9,51.7
Acandy,2120141,1051680,1019820,Nemocón,R. Checua,2008,26.6,34.7,64.7,88.4,129.1,92.6,98.7,81.1,72.4,96.9,102.7,0.0
La Selva,2120151,1058300,1047400,Chocontá,R. Bogotá,1967,35.0,0.0,137.0,244.0,250.0,401.0,275.0,420.0,153.0,88.0,122.0,67.0
Edificio CAR,2120058,1000000,1000000,Santafe de Bogotá,Bogotá,2017,81.5,102.4,197.4,97.7,144.6,88.8,22.0,63.6,28.1,68.8,0.1,0.0
Sutatausa,2401521,1071880,1025020,Sutatausa,R. Suta,2000,0.0,0.0,96.4,57.2,47.2,55.6,39.0,32.4,89.6,70.3,77.9,27.8
El Zarzal,2401051,1095650,1046980,Guachetá,Lag. Fúquene,2002,3.9,21.2,164.6,213.1,42.8,51.7,45.6,25.0,63.6,85.0,0.0,0.0
La Playa,2119026,931500,967600,Cabrera,R. Sumapaz,1967,73.0,43.0,73.0,167.0,132.5,121.5,58.5,46.5,55.0,87.5,125.0,71.0
Torca,2120077,1021800,1005320,Santafe de Bogotá,R. Bogotá,2001,20.4,53.9,30.7,45.1,58.2,44.1,26.4,57.0,75.9,47.0,80.6,34.0
Represa del Neusa,2120541,1060090,1011400,Cogua,Emb. Neusa,1980,14.8,64.2,49.7,87.1,73.8,146.4,54.8,65.9,63.3,139.9,48.5,9.8
El Borracho,2120049,1062795,1008375,Cogua,Emb. Neusa,1960,61.6,33.8,62.2,153.2,73.4,91.5,60.2,28.8,48.6,124.5,22.7,88.8
Edificio CAR,2120058,1000000,1000000,Santafe de Bogotá,Bogotá,1987,13.4,61.1,19.3,45.9,104.0,10.4,55.8,8.6,36.7,174.5,78.4,3.2
Sutamarchán,2401029,1113200,1050440,Sutamarchán,R. Sutamarchán,1965,13.5,37.5,23.0,165.5,124.0,5.0,5.0,27.5,19.0,115.0,167.0,48.0
El Fute,2120166,1002150,977280,Soacha,R. Bogotá,2018,6.8,49.5,47.5,107.5,103.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Zarzal,2401051,1095650,1046980,Guachetá,Lag. Fúquene,2018,75.5,51.9,123.1,188.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Triangulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,2009,70.9,0.0,83.0,10.7,105.5,52.7,136.9,54.9,66.2,124.5,53.4,5.7
Tota,3509506,1107000,1121000,Tota,Lag. Tota,1995,0.0,61.7,80.7,39.5,100.0,104.1,72.8,29.5,68.1,97.7,24.0,70.4
La Gacha,2401045,1117240,1042890,Saboyá,R. Suárez,1983,129.0,34.0,83.0,345.0,272.0,131.0,117.0,17.0,41.0,122.0,264.0,278.0
Doña Juana,2120630,992300,993700,Santafe de Bogotá,R. Tunjuelo,2018,19.5,16.2,58.0,102.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apto Guaymaral,2120559,1023950,1001550,Santafe de Bogotá,R. Bogotá,1982,49.1,25.9,62.9,196.9,78.4,16.7,26.3,25.0,25.4,108.0,43.6,39.4
La Esperanza,2120647,1012750,961000,La Mesa,R. Apulo,2014,96.2,197.6,159.1,116.0,232.5,47.5,6.2,36.1,70.6,253.2,224.3,112.5
Las Margaritas,2120071,1026200,980750,Subachoque,R. Subachoque,1982,7.0,39.0,60.0,116.0,54.0,21.0,17.5,12.0,57.0,113.0,38.0,36.0
Isla del Santuario,2401110,1096400,1038000,Fúquene,Lag. Fúquene,2008,100.2,82.6,132.2,179.5,201.3,42.7,84.9,85.8,0.0,29.4,172.8,69.1
Checua,2120540,1057500,1024110,Nemocón,R. Checua,2015,5.8,21.9,14.3,24.3,17.3,51.5,44.2,35.1,10.4,37.8,32.8,2.6
El Cochal,3502015,944800,988600,Santafe de Bogotá,R. San Juan,1968,24.6,42.3,44.4,202.8,121.5,131.2,218.7,137.3,119.9,129.4,131.7,37.9
Sta Inés,2120136,1023000,993400,Tenjo,R. Chicú,2017,30.8,41.1,183.9,84.0,117.6,79.4,39.5,75.5,22.6,77.3,151.3,109.3
Los Pinos,2312019,1070730,1005190,Tausa,R. Negro,2016,43.0,41.0,67.0,246.4,83.3,12.5,1.9,8.4,38.8,117.6,142.7,73.6
Zipaquirá,2120074,1047850,1007620,Zipaquirá,R. Negro,2010,6.5,14.0,32.4,175.8,162.6,88.8,180.2,67.3,105.4,103.2,146.2,88.5
Edificio CAR,2120058,1000000,1000000,Santafe de Bogotá,Bogotá,1995,1.4,44.8,77.9,93.6,123.7,32.7,30.2,52.0,22.0,26.2,67.1,145.8
La Boyera,2401511,1077900,1025200,Ubaté,R. Ubaté,2014,9.3,63.2,117.7,77.7,83.9,23.8,11.9,21.0,4.5,45.6,112.1,51.2
Anclaje 14,2120177,1000500,963800,El Colegio,R. Bogotá,2016,45.4,50.0,145.6,115.0,83.2,23.2,45.8,13.6,133.3,148.6,83.0,77.9
San Jorge,2120172,990160,987380,Soacha,R. Soacha,1997,8.0,15.2,2.2,27.1,4.3,5.9,18.1,7.4,1.8,3.3,56.1,4.8
Manjui,2120174,1022500,965100,Facatativá,R. Bojacá,2017,87.8,76.4,116.8,48.5,137.2,122.6,30.2,35.3,26.6,87.9,107.1,38.3
Salucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1987,30.0,44.0,8.5,80.0,147.0,136.0,176.0,106.5,72.5,106.0,61.0,47.0
El Triangulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1985,39.9,22.9,58.5,83.1,90.7,80.3,51.2,78.8,83.7,140.5,73.0,37.5
Guarani El Peñón,2120060,980870,976070,Sibaté,Emb. Muña,2008,108.8,95.0,157.0,152.0,206.0,136.0,79.0,71.0,57.0,149.5,217.4,164.0
El Hato No. 5,2401056,1068490,1013862,Carmen de Carupa,R. El Hato,1984,0.0,135.0,152.0,173.0,196.0,304.0,172.0,313.0,295.0,300.0,299.0,113.0
Salucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1993,25.9,11.0,69.1,31.8,50.7,32.7,106.2,50.7,59.4,41.8,71.5,9.4
Torca,2120077,1021800,1005320,Santafe de Bogotá,R. Bogotá,2004,26.8,75.1,50.8,157.9,78.1,78.8,0.0,0.0,0.0,0.0,0.0,0.0
El Hato No. 7,2401058,1071875,1017488,Carmen de Carupa,R. El Hato,2014,17.4,57.0,81.0,45.0,96.0,53.0,46.0,31.0,31.0,67.0,113.0,49.0
El Espino,2401033,1081440,1038110,Lenguazaque,R. Lenguazaque,1961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.1,104.5,17.1
Barrancas,2120633,1062200,1025740,Tausa,R. Checua,1987,19.4,39.5,16.3,57.7,86.9,37.3,68.1,46.1,46.5,133.1,54.3,27.6
San Jorge,2120172,990160,987380,Soacha,R. Soacha,1998,5.2,14.0,48.5,17.2,188.0,54.9,37.9,8.0,22.0,69.6,32.0,56.8
La Rana,2306040,1084049,963347,Útica,Rionegro,2016,8.0,105.1,101.2,144.8,263.5,29.0,48.0,4.0,141.4,133.7,167.3,85.5
Los Arrayanes,2401031,1109880,1040300,Tinjacá,R. Suárez,1975,11.5,131.5,64.5,192.5,146.0,42.0,125.5,108.0,107.5,234.0,119.5,178.0
Central No. 2,2401068,1132840,1040390,Puente Nacional,R. Suárez,2018,173.1,81.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Hato No. 4,2401055,1069875,1012800,Carmen de Carupa,R. El Hato,1980,10.0,74.0,81.0,63.0,120.0,180.0,49.0,82.0,115.0,163.0,78.0,33.0
Argelia,2120644,974200,925400,Ricaurte,R. Bogotá,1994,52.1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Torca,2120077,1021800,1005320,Santafe de Bogotá,R. Bogotá,2010,1.2,30.6,26.6,234.9,210.2,125.1,161.6,66.2,124.9,168.4,192.4,96.7
Las Violetas,2120637,973395,931870,Agua de Dios,R. Bogotá,2010,18.5,4.1,17.6,357.9,299.5,69.2,143.3,28.3,170.1,49.7,90.8,56.5
Carrizal,2401515,1067328,1034304,Cucunuba,Lag. Suesca,2018,84.7,52.1,0.0,0.0,67.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Represa Sisga,2120539,1054000,1038500,Chocontá,Emb. Sisga,1978,3.5,33.2,36.3,148.1,63.4,121.8,91.9,100.1,90.1,80.5,19.9,23.7
El Hato No. 1,2401052,1077060,1017125,Carmen de Carupa,R. El Hato,2013,9.0,117.0,107.0,111.0,112.0,29.0,42.0,59.0,46.0,71.0,110.0,40.0
El Zarzal,2401051,1095650,1046980,Guachetá,Lag. Fúquene,2014,57.6,84.1,104.5,176.8,231.9,54.6,22.3,6.5,20.0,77.1,188.7,97.0
Alco,2120159,1041700,1008000,Cajicá,R. Bogotá,2011,0.0,0.0,92.9,239.9,139.1,28.3,38.1,7.2,1.4,2.4,37.9,44.6
Represa Sisga,2120539,1054000,1038500,Chocontá,Emb. Sisga,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Encanto,2401510,1064300,1020600,Tausa,R. Ubaté,1965,8.0,26.0,12.0,313.0,104.0,17.0,28.0,37.0,10.5,149.5,204.5,72.0
Sta Isabel,2120787,1043930,1001520,Tabio,R. Frío,1969,43.0,20.0,4.0,130.0,52.0,49.0,21.0,23.0,33.0,127.0,69.0,0.0
La Picota,2120156,995500,994600,Santafe de Bogotá,R. Tunjuelo,2007,0.0,10.8,53.0,109.6,43.1,62.2,34.2,54.5,17.1,125.2,49.1,132.3
Esclusa Tolón,2401518,1113740,1031620,Chiquinquirá,R. Suárez,1985,2.7,7.5,63.9,0.5,9.0,11.1,14.5,25.1,78.1,153.1,72.5,27.9
Sta Teresa,2120103,1017300,1017200,La Calera,R. Teusacá,1972,6.0,30.0,0.0,60.0,90.0,120.0,90.0,60.0,30.0,30.0,60.0,0.0
La Victoria,2120640,985690,941710,Tocaima,R. Bogotá,1989,69.8,71.5,166.5,22.0,192.5,57.6,27.0,10.1,62.9,205.9,63.2,41.3
Esclusa Tolón,2401518,1113740,1031620,Chiquinquirá,R. Suárez,2002,16.2,55.4,117.8,152.2,16.6,104.2,43.4,18.6,115.6,88.8,98.2,8.6
Apto Guaymaral,2120559,1023950,1001550,Santafe de Bogotá,R. Bogotá,1974,48.0,48.1,36.6,85.8,113.0,17.0,30.0,35.0,92.5,72.4,105.0,28.3
Zipaquirá,2120074,1047850,1007620,Zipaquirá,R. Negro,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.5,21.6
Alto Saboya,2401520,1123700,1029290,Saboyá,R. Suárez,1972,85.4,37.5,174.5,323.6,296.9,98.7,60.0,145.2,69.0,111.0,185.2,123.3
Venecia,2120629,1027480,964155,Facatativá,R. Bojacá,2016,37.0,101.0,98.1,149.3,96.1,44.0,63.7,22.0,135.6,149.2,156.8,70.4
Zipaquirá,2120074,1047850,1007620,Zipaquirá,R. Negro,1985,18.0,10.5,18.3,13.2,181.2,40.0,29.9,7.8,72.9,42.0,21.0,19.8
El Consuelo,2120096,1043500,1032500,Sesquile,Emb. Tominé,1992,8.0,25.0,14.0,29.0,36.0,0.0,0.0,18.0,72.0,30.6,174.9,57.7
Tota,3509506,1107000,1121000,Tota,Lag. Tota,1979,3.0,18.0,104.5,214.0,94.4,154.6,75.7,109.0,45.0,170.0,244.0,66.0
Usaquén,2120111,1010630,1005770,Santafe de Bogotá,R. Bogotá,1960,10.6,77.1,57.8,114.4,38.0,28.4,53.5,50.7,47.5,105.7,75.5,93.3
La Victoria,2120640,985690,941710,Tocaima,R. Bogotá,2012,114.4,85.6,74.7,340.5,133.2,31.2,36.0,25.2,15.0,237.1,170.0,13.3
Salucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1979,7.4,21.7,65.1,91.8,14.5,30.6,4.4,0.2,0.0,0.0,0.0,0.0
El Triangulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,2010,5.0,14.6,10.3,205.2,178.2,55.1,129.0,38.7,76.2,82.1,110.5,46.4
Las Cintas,3509509,1112800,1133900,Aquitania,Lag. Tota,1979,13.5,7.5,153.7,142.2,168.1,227.0,158.3,128.9,64.9,203.2,121.7,64.8
Guanquica,2120193,1065100,1015520,Tausa,Emb. Neusa,2018,62.8,106.2,99.6,136.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alto Saboya,2401520,1123700,1029290,Saboyá,R. Suárez,1977,10.0,21.0,86.7,145.0,128.0,234.0,116.0,8.0,207.0,154.0,260.5,42.0
Sta Ana,2120073,1054740,1021760,Nemocón,R. Checua,1969,40.6,17.0,2.1,175.0,82.2,40.0,20.9,35.7,28.1,135.5,66.1,8.3
La Esperanza,2120647,1012750,961000,La Mesa,R. Apulo,2008,124.0,172.5,207.7,109.4,279.5,109.6,86.9,201.5,87.3,273.8,322.6,163.7
Los Arrayanes,2401031,1109880,1040300,Tinjacá,R. Suárez,2011,78.4,63.7,176.4,467.8,79.2,22.9,50.9,103.9,13.0,169.0,261.4,163.5
La Playa,2119026,931500,967600,Cabrera,R. Sumapaz,1968,11.0,21.0,24.0,107.0,99.0,131.0,70.0,47.0,53.0,135.0,144.5,42.0
Represa del Neusa,2120541,1060090,1011400,Cogua,Emb. Neusa,1962,44.7,45.2,67.6,74.7,141.2,103.0,71.8,65.1,43.2,83.9,208.5,47.0
Manjui,2120174,1022500,965100,Facatativá,R. Bojacá,2016,31.8,32.5,44.6,152.3,96.8,35.9,71.5,16.1,62.0,181.8,165.0,27.5
El Triangulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,2007,0.0,15.9,28.5,113.9,121.4,81.4,52.5,176.8,42.0,207.5,65.8,71.5
Tesoro,2120069,1022540,972900,Facatativá,R. Bojacá,2016,7.8,37.6,40.3,147.8,48.9,48.8,62.3,14.6,52.8,65.5,77.9,34.6
El Hato No. 4,2401055,1069875,1012800,Carmen de Carupa,R. El Hato,1990,43.0,26.0,28.0,130.0,117.0,45.0,31.0,56.0,14.0,184.0,28.0,94.0
El Coche,2120194,1034300,1026400,Guatavita,R. Aves,1996,0.0,0.0,5.7,89.5,95.0,44.1,106.3,38.1,20.4,78.3,66.2,36.0
Pozo Azul,2120181,969200,917550,Girardot,R. Bogotá,1990,11.8,90.5,108.6,189.5,72.4,25.9,52.7,26.4,96.1,309.5,0.0,40.0
